datetime,RCORR_E
2012-03-07 07:26:00,108.777
2012-03-07 07:27:00,104.338
2012-03-07 07:28:00,104.491
2012-03-07 07:29:00,105.071
2012-03-07 07:30:00,103.262
2012-03-07 07:31:00,101.051
2012-03-07 07:32:00,107.961
2012-03-07 07:33:00,108.21799999999999
2012-03-07 07:34:00,104.735
2012-03-07 07:35:00,104.459
2012-03-07 07:36:00,104.60700000000001
2012-03-07 07:37:00,105.822
2012-03-07 07:38:00,105.565
2012-03-07 07:39:00,104.78200000000001
2012-03-07 07:40:00,103.97
2012-03-07 07:41:00,107.454
2012-03-07 07:42:00,105.60600000000001
2012-03-07 07:43:00,106.76299999999999
2012-03-07 07:44:00,109.87
2012-03-07 07:45:00,101.634
2012-03-07 07:46:00,102.54
2012-03-07 07:47:00,108.57600000000001
2012-03-07 07:48:00,103.50299999999999
2012-03-07 07:49:00,108.066
2012-03-07 07:50:00,106.73100000000001
2012-03-07 07:51:00,106.84299999999999
2012-03-07 07:52:00,104.915
2012-03-07 07:53:00,105.589
2012-03-07 07:54:00,108.287
2012-03-07 07:55:00,105.34899999999999
2012-03-07 07:56:00,108.455
2012-03-07 07:57:00,103.738
2012-03-07 07:58:00,107.09299999999999
2012-03-07 07:59:00,105.397
2012-03-07 08:00:00,103.818
2012-03-07 08:01:00,102.46799999999999
2012-03-07 08:02:00,105.859
2012-03-07 08:03:00,108.499
2012-03-07 08:04:00,106.196
2012-03-07 08:05:00,104.934
2012-03-07 08:06:00,104.78200000000001
2012-03-07 08:07:00,107.338
2012-03-07 08:08:00,105.70700000000001
2012-03-07 08:09:00,103.788
2012-03-07 08:10:00,106.93299999999999
2012-03-07 08:11:00,105.70299999999999
2012-03-07 08:12:00,105.21
2012-03-07 08:13:00,102.678
2012-03-07 08:14:00,104.238
2012-03-07 08:15:00,101.955
2012-03-07 08:16:00,102.911
2012-03-07 08:17:00,99.471
2012-03-07 08:18:00,104.56299999999999
2012-03-07 08:19:00,102.194
2012-03-07 08:20:00,105.87799999999999
2012-03-07 08:21:00,104.21
2012-03-07 08:22:00,105.167
2012-03-07 08:23:00,107.639
2012-03-07 08:24:00,104.402
2012-03-07 08:25:00,103.834
2012-03-07 08:26:00,103.39
2012-03-07 08:27:00,99.181
2012-03-07 08:28:00,106.419
2012-03-07 08:29:00,106.635
2012-03-07 08:30:00,103.708
2012-03-07 08:31:00,104.137
2012-03-07 08:32:00,104.07
2012-03-07 08:33:00,106.68
2012-03-07 08:34:00,103.322
2012-03-07 08:35:00,103.285
2012-03-07 08:36:00,107.135
2012-03-07 08:37:00,104.86
2012-03-07 08:38:00,105.568
2012-03-07 08:39:00,100.24
2012-03-07 08:40:00,108.23100000000001
2012-03-07 08:41:00,103.28200000000001
2012-03-07 08:42:00,103.819
2012-03-07 08:43:00,104.575
2012-03-07 08:44:00,106.294
2012-03-07 08:45:00,104.48100000000001
2012-03-07 08:46:00,108.234
2012-03-07 08:47:00,105.759
2012-03-07 08:48:00,106.81299999999999
2012-03-07 08:49:00,108.21799999999999
2012-03-07 08:50:00,104.35700000000001
2012-03-07 08:51:00,104.744
2012-03-07 08:52:00,103.751
2012-03-07 08:53:00,104.616
2012-03-07 08:54:00,104.257
2012-03-07 08:55:00,106.116
2012-03-07 08:56:00,105.63799999999999
2012-03-07 08:57:00,105.443
2012-03-07 08:58:00,103.557
2012-03-07 08:59:00,104.713
2012-03-07 09:00:00,104.992
2012-03-07 09:01:00,107.396
2012-03-07 09:02:00,102.824
2012-03-07 09:03:00,104.271
2012-03-07 09:04:00,107.719
2012-03-07 09:05:00,103.555
2012-03-07 09:06:00,109.277
2012-03-07 09:07:00,101.931
2012-03-07 09:08:00,108.89399999999999
2012-03-07 09:09:00,103.945
2012-03-07 09:10:00,103.36
2012-03-07 09:11:00,105.961
2012-03-07 09:12:00,103.789
2012-03-07 09:13:00,102.929
2012-03-07 09:14:00,106.82
2012-03-07 09:15:00,108.42
2012-03-07 09:16:00,103.439
2012-03-07 09:17:00,103.749
2012-03-07 09:18:00,103.52
2012-03-07 09:19:00,105.234
2012-03-07 09:20:00,105.946
2012-03-07 09:21:00,99.727
2012-03-07 09:22:00,106.399
2012-03-07 09:23:00,105.676
2012-03-07 09:24:00,103.779
2012-03-07 09:25:00,105.096
2012-03-07 09:26:00,106.522
2012-03-07 09:27:00,104.281
2012-03-07 09:28:00,105.45299999999999
2012-03-07 09:29:00,105.18299999999999
2012-03-07 09:30:00,105.18299999999999
2012-03-07 09:31:00,103.756
2012-03-07 09:32:00,105.704
2012-03-07 09:33:00,104.345
2012-03-07 09:34:00,104.59100000000001
2012-03-07 09:35:00,107.39299999999999
2012-03-07 09:36:00,105.052
2012-03-07 09:37:00,103.876
2012-03-07 09:38:00,102.977
2012-03-07 09:39:00,105.79899999999999
2012-03-07 09:40:00,105.28299999999999
2012-03-07 09:41:00,103.435
2012-03-07 09:42:00,109.861
2012-03-07 09:43:00,109.42399999999999
2012-03-07 09:44:00,106.51100000000001
2012-03-07 09:45:00,111.061
